,Fold,Model,Precision,Recall,F1,Acc,TPR,FPR,LRPOS,LRNEG,ROC
0,0,MLP,90.15873015873017,89.85507246376811,89.83585858585859,89.85507246376811,0.855072463768116,0.057971014492753624,14.749999999999991,0.15384615384615383,0.8985507246376813
1,1,MLP,84.46170921198669,82.6086956521739,82.37172663402171,82.6086956521739,0.7101449275362319,0.057971014492753624,12.249999999999993,0.30769230769230765,0.8260869565217391
2,2,MLP,85.62697576396208,85.5072463768116,85.49505991170906,85.5072463768116,0.8260869565217391,0.11594202898550725,7.125000000000003,0.19672131147540983,0.855072463768116
3,3,MLP,92.75641025641026,92.02898550724638,91.99493750988769,92.02898550724638,0.855072463768116,0.014492753623188406,59.00000000000019,0.14705882352941174,0.9202898550724637
4,4,MLP,83.62573099415205,82.6086956521739,82.47619047619048,82.6086956521739,0.7391304347826086,0.08695652173913043,8.499999999999995,0.2857142857142858,0.8260869565217391
5,5,MLP,91.37836216378362,91.24087591240875,91.23152985597727,91.24087591240875,0.8823529411764706,0.057971014492753624,15.220588235294107,0.12488687782805433,0.9121909633418585
6,6,MLP,87.10218022283325,86.13138686131386,86.04967131976073,86.13138686131386,0.782608695652174,0.058823529411764705,13.304347826086953,0.2309782608695652,0.8618925831202047
7,0,SVM,85.53710321631279,85.5072463768116,85.50420168067227,85.5072463768116,0.8405797101449275,0.13043478260869565,6.444444444444443,0.18333333333333338,0.8550724637681159
8,1,SVM,86.30050505050505,86.23188405797102,86.2253743104807,86.23188405797102,0.8405797101449275,0.11594202898550725,7.250000000000002,0.18032786885245905,0.8623188405797101
9,2,SVM,84.84848484848484,84.78260869565217,84.77541371158392,84.78260869565217,0.8695652173913043,0.17391304347826086,5.0,0.15789473684210528,0.8478260869565217
10,3,SVM,89.13865546218487,89.13043478260869,89.12986399201806,89.13043478260869,0.8840579710144928,0.10144927536231885,8.714285714285714,0.1290322580645161,0.891304347826087
11,4,SVM,81.890756302521,81.88405797101449,81.88310665336344,81.88405797101449,0.8115942028985508,0.17391304347826086,4.666666666666667,0.22807017543859642,0.818840579710145
12,5,SVM,87.9967035554509,87.59124087591242,87.56342003124196,87.59124087591242,0.9264705882352942,0.17391304347826086,5.327205882352941,0.08900928792569654,0.8762787723785167
13,6,SVM,88.4571713768794,88.32116788321169,88.31369741490668,88.32116788321169,0.855072463768116,0.08823529411764706,9.690821256038646,0.15895278167367927,0.8834185848252345
14,0,Random Forest,89.22977901737825,88.40579710144928,88.3445945945946,88.40579710144928,0.9565217391304348,0.18840579710144928,5.076923076923078,0.053571428571428534,0.8840579710144928
15,1,Random Forest,85.5072463768116,85.5072463768116,85.5072463768116,85.5072463768116,0.855072463768116,0.14492753623188406,5.900000000000001,0.16949152542372878,0.855072463768116
16,2,Random Forest,83.67996604414262,83.33333333333334,83.29033956304292,83.33333333333334,0.8840579710144928,0.21739130434782608,4.066666666666667,0.14814814814814808,0.8333333333333334
17,3,Random Forest,93.48739495798318,93.47826086956522,93.47791839521085,93.47826086956522,0.927536231884058,0.057971014492753624,15.999999999999991,0.07692307692307691,0.9347826086956521
18,4,Random Forest,87.75252525252525,87.68115942028986,87.67533490937747,87.68115942028986,0.8985507246376812,0.14492753623188406,6.200000000000001,0.11864406779661017,0.8768115942028986
19,5,Random Forest,89.12960176453545,89.05109489051095,89.04759404155507,89.05109489051095,0.9117647058823529,0.13043478260869565,6.990196078431371,0.10147058823529415,0.8906649616368285
20,6,Random Forest,90.32325338894681,89.78102189781022,89.74165083491651,89.78102189781022,0.9565217391304348,0.16176470588235295,5.91304347826087,0.051868802440884786,0.897378516624041
21,0,Majority-Voting-Ensemble,88.438091233971,88.40579710144928,88.40336134453783,88.40579710144928,0.8985507246376812,0.13043478260869565,6.8888888888888875,0.11666666666666668,0.8840579710144927
22,1,Majority-Voting-Ensemble,88.92910368320204,88.40579710144928,88.36670179135933,88.40579710144928,0.8260869565217391,0.057971014492753624,14.249999999999991,0.18461538461538463,0.8840579710144927
23,2,Majority-Voting-Ensemble,88.53530031612223,88.40579710144928,88.39604792936726,88.40579710144928,0.9130434782608695,0.14492753623188406,6.300000000000001,0.10169491525423735,0.8840579710144929
24,3,Majority-Voting-Ensemble,94.35194942044257,94.20289855072464,94.19802396468361,94.20289855072464,0.9130434782608695,0.028985507246376812,31.49999999999998,0.0895522388059702,0.9420289855072465
25,4,Majority-Voting-Ensemble,85.77777777777777,85.5072463768116,85.479797979798,85.5072463768116,0.8115942028985508,0.10144927536231885,8.0,0.20967741935483866,0.855072463768116
26,5,Majority-Voting-Ensemble,87.60057498086509,87.59124087591242,87.59124087591242,87.59124087591242,0.8823529411764706,0.13043478260869565,6.764705882352939,0.13529411764705887,0.8759590792838874
27,6,Majority-Voting-Ensemble,91.27791698442097,91.24087591240875,91.23994250191349,91.24087591240875,0.8985507246376812,0.07352941176470588,12.22028985507247,0.10950080515297907,0.9125106564364877
